Focus ID; Focus Name; Focus Description; Notes
STX_claim_greater_texas;Claim Greater Texas;;Empty description (localization key exists);
STX_Burn_SLA;Burn Louisiana;;Empty description (localization key exists);
STX_improve_state_roadways;Improve State Railways;;Empty description (localization key exists);
STX_demand_northern_greater_texas;Demand Northern Greater Texas;;Empty description (localization key exists);
STX_remove_any_remnants;Remove any Remnants;;Empty description (localization key exists);
MTX_a_struggle_for_survival;A Struggle for Survival;;Empty description (localization key exists);
STX_push_into_the_south;Push into the South;;Empty description (localization key exists);
STX_an_extension_to_the_army;An Extension to the Army;;Empty description (localization key exists);
STX_create_an_army;Create an Army;;Empty description (localization key exists);
STX_engageing_local_police;Engageing Local Police;;Empty description (localization key exists);
STX_the_army_as_a_supplement;The Army as a Supplement;;Empty description (localization key exists);
STX_kansas_coop;Kansas Coop;;Empty description (localization key exists);
STX_recruit_the_criminals_into_the_rangers;Recruit the Criminals into the Rangers;;Empty description (localization key exists);
STX_a_balanced_society;A Balanced Society;;Empty description (localization key exists);
STX_Unionists_Storm_Austin;Unionists Storm Austin;;Empty description (localization key exists);
STX_help_rural_folks;Help Rural Folks;;Empty description (localization key exists);
STX_Texas_rangers_out_of_control;Texas Rangers Out of Control;;Empty description (localization key exists);
STX_battle_of_the_west;Oppose The Western States;;Empty description (localization key exists);
STX_law_enforement_funding;Law Enforement Funding;;Empty description (localization key exists);
STX_Political_officers_mass_deployment;Political Officers Mass Deployment;;Empty description (localization key exists);
STX_Red_Shirt_Army;Redshirt Army;;Empty description (localization key exists);
STX_challange_the_bear;Challenge the Bear;;Empty description (localization key exists);
STX_continue_integration;Continue Integration;;Empty description (localization key exists);
STX_truly_mechanized_farming;Truly Mechanized Farming;;Empty description (localization key exists);
STX_deal_with_segregation;Deal with Segregation;;Empty description (localization key exists);
PSP_Creating_a_police_force;Creating A Police Force;;Empty description (localization key exists);
PSP_A_Doctrine_of_Aggression;A Doctrine of Aggression;;Empty description (localization key exists);
PSP_Increase_French_Manpower;Increase French Manpower;;Empty description (localization key exists);
PSP_Send_envoys_to_france;Send Envoys to France;;Empty description (localization key exists);
PSP_Declare_French_regional_language_of_Newfoundland;Declare French Regional Language of Newfoundland;;Empty description (localization key exists);
PSP_French_schools_in_newfoundland;French Schools in Newfoundland;;Empty description (localization key exists);
PSP_Advanced_Electronics;Advanced Electronics;;Empty description (localization key exists);
PSP_Mourn_Our_loss_of_fatherland;Mourn Our Loss of Fatherland;;Empty description (localization key exists);
PSP_Celebrate_our_freedom;Celebrate Our Freedom;;Empty description (localization key exists);
PSP_Integrate_Quebec;Integrate Quebec;;Empty description (localization key exists);
PSP_New_Tortuga;New Tortuga;;Empty description (localization key exists);
PSP_Sell_land_to_the_mafia;Sell Land to the Mafia;;Empty description (localization key exists);
PSP_Develop_a_bomber;Develop a Bomber;;Empty description (localization key exists);
PSP_Den_of_Sin;Den of Sin;;Empty description (localization key exists);
PSP_French_schools_in_Nova_Scotia;French Schools in Nova Scotia;;Empty description (localization key exists);
PSP_Commando_strategy;Commando Strategy;;Empty description (localization key exists);
PSP_Purchase_Convoys_from_france;Purchase Convoys from France;;Empty description (localization key exists);
PSP_We_Reject_The_Devil;We Reject The Devil;;Empty description (localization key exists);
PSP_Our_own_monoplane;Our Own Monoplane;;Empty description (localization key exists);
PSP_Importing_French_Arms;Importing French Arms;;Empty description (localization key exists);
PSP_Invite_the_French_back;Invite the French Back;;Empty description (localization key exists);
PSP_Establish_a_coastguard;Establish a Coastguard;;Empty description (localization key exists);
PSP_The_Island_Is_A_Castle;The Island Is A Castle;;Empty description (localization key exists);
PSP_Develop_The_Island;Develop The Island;;Empty description (localization key exists);
PSP_Importing_European_Arms;Importing European Arms;;Empty description (localization key exists);
PSP_Contact_french_shipbuilders;Contact French Shipbuilders;;Empty description (localization key exists);
PSP_Friendship_with_quebec;Friendship with Quebec;;Empty description (localization key exists);
PSP_Develop_Larger_ships;Develop Larger Ships;;Empty description (localization key exists);
PSP_Develop_a_modern_destroyer;Develop a Modern Destroyer;;Empty description (localization key exists);
PSP_Invading_maine;Invading Maine;;Empty description (localization key exists);
PSP_Expand_the_Underground;Expand the Underground;;Empty description (localization key exists);
PSP_French_small_arms_tech;French Small Arms Tech;;Empty description (localization key exists);
PSP_Develop_Our_Road_Networks;Develop Our Road Networks;;Empty description (localization key exists);
PSP_We_need_a_navy;We Need a Navy;;Empty description (localization key exists);
PSP_Constracting_locals;Conscripting Locals;;Empty description (localization key exists);
PSP_Open_fish_cannery;Open Fish Cannery;;Empty description (localization key exists);
PSP_Our_Independent_Navy;Our Independent Navy;;Empty description (localization key exists);
PSP_Our_new_parliament;Our New Parliament;;Empty description (localization key exists);
PSP_Develop_industries_in_new_brunswick;Develop Industries in New Brunswick;;Empty description (localization key exists);
PSP_Quite_Paradise;Catholic Paradise;;Empty description (localization key exists);
PSP_Build_a_steel_refinery;Build a Steel Refinery;;Empty description (localization key exists);
PSP_Separated_from_the_France;Separated From the French;;Empty description (localization key exists);
PSP_Ask_for_help_from_the_UK;Ask for Help from the Uk;;Empty description (localization key exists);
PSP_Quebec_is_the_wrong;Quebec is in the Wrong;;Empty description (localization key exists);
PSP_Invade_Newfoundland_and_labrador;Invade Newfoundland and Labrador;;Empty description (localization key exists);
PSP_Purchase_Ships_from_france;Purchase Ships from France;;Empty description (localization key exists);
PSP_We_must_intervene_militarily;We Must Intervene Militarily;;Empty description (localization key exists);
PSP_Press_french_claims_pei;Press French Claims P.E.I.;;Empty description (localization key exists);
PSP_Advance_ship_building_techniques;Advance Ship Building Techniques;;Empty description (localization key exists);
PSP_Invading_new_brunswick;Invading New Brunswick;;Empty description (localization key exists);
PSP_Invade_PEI;Invade Pei;;Empty description (localization key exists);
PSP_Invest_in_Synthetic_fuels;Invest in Synthetic Fuels;;Empty description (localization key exists);
PSP_Build_synthetic_fuel_plants;Build Synthetic Fuel Plants;;Empty description (localization key exists);
PSP_Invade_Nova_Scotia;Invade Nova Scotia;;Empty description (localization key exists);
PSP_Standardization_of_Small_arms;Standardization of Small Arms;;Empty description (localization key exists);
PSP_Declare_French_regional_language_of_Nova_Scotia;Declare French Regional Language of Nova Scotia;;Empty description (localization key exists);
PSP_As_the_french_to_create_claims;Ask The French to Create Claims;;Empty description (localization key exists);
PSP_Demand_Garrisons_from_France;Demand Garrisons from France;;Empty description (localization key exists);
PSP_Promote_French_settlers_in_labrador;Promote French Settlers in Labrador;;Empty description (localization key exists);
PSP_Develop_radar;Develop Radar;;Empty description (localization key exists);
PSP_Construct_new_university;Construct New University;;Empty description (localization key exists);
PSP_Mafia_Casino;Mafia Casino;;Empty description (localization key exists);
PSP_Purchase_arms_from_the_mafia;Purchase Arms from The Mafia;;Empty description (localization key exists);
PSP_French_schools_in_PEI;French Schools in Pei;;Empty description (localization key exists);
PSP_School_of_air;School of Air;;Empty description (localization key exists);
PSP_Help_from_french_military;Help from French Military;;Empty description (localization key exists);
PSP_Develop_Submarines;Develop Submarines;;Empty description (localization key exists);
PSP_Purchase_advanced_small_arms_from_england;Purchase Advanced Small Arms from England;;Empty description (localization key exists);
PSP_Propaganda_campagin_for_loyal_frankos;Propaganda Campaign for Loyal Frankos;;Empty description (localization key exists);
PSP_Underground_production_facilites;Underground Production Facilities;;Empty description (localization key exists);
PSP_Press_french_claims_nova_scotia;Press French Claims On Nova Scotia;;Empty description (localization key exists);
